student_id,name,branch,cgpa,shortlisted_companies
S754,Student 754,ME,8.64,['C001']
S755,Student 755,CIVIL,7.04,"['C008', 'C023', 'C031']"
S756,Student 756,ISE,9.91,"['C034', 'C033', 'C016', 'C031', 'C013', 'C019']"
S757,Student 757,ISE,8.19,"['C012', 'C034']"
S758,Student 758,CIVIL,7.95,"['C031', 'C006']"
S759,Student 759,EEE,7.11,"['C034', 'C006']"
S760,Student 760,ISE,8.36,"['C001', 'C016', 'C024', 'C009', 'C034']"
S761,Student 761,ISE,7.34,"['C034', 'C001', 'C023', 'C013', 'C031', 'C024']"
S762,Student 762,ECE,7.9,"['C015', 'C025']"
S763,Student 763,ISE,9.85,"['C031', 'C009', 'C034']"
S764,Student 764,ISE,7.72,"['C031', 'C034', 'C027', 'C003', 'C012', 'C030', 'C024']"
S765,Student 765,CIVIL,8.72,"['C020', 'C009', 'C008', 'C007', 'C019', 'C017']"
S766,Student 766,EEE,7.24,['C006']
S767,Student 767,CIVIL,7.77,"['C023', 'C008', 'C024']"
S768,Student 768,ME,9.22,"['C002', 'C023', 'C025', 'C004']"
S769,Student 769,EEE,7.3,"['C034', 'C006']"
S770,Student 770,ME,9.25,"['C030', 'C035', 'C028', 'C029', 'C002', 'C008']"
S771,Student 771,CIVIL,8.37,"['C017', 'C024', 'C006', 'C031']"
S772,Student 772,ISE,7.35,['C003']
S773,Student 773,ISE,8.31,"['C034', 'C030', 'C023', 'C003']"
S774,Student 774,ISE,8.58,"['C027', 'C033', 'C003', 'C030', 'C034', 'C009', 'C001']"
S775,Student 775,EEE,8.3,"['C002', 'C004', 'C034', 'C035', 'C030', 'C006']"
S776,Student 776,ME,6.54,['C023']
S777,Student 777,ECE,7.22,"['C023', 'C012', 'C015', 'C032', 'C013', 'C003', 'C001']"
S778,Student 778,EEE,7.6,['C035']
S779,Student 779,CSE,7.74,"['C034', 'C001']"
S780,Student 780,CIVIL,8.3,"['C017', 'C024']"
S781,Student 781,CSE,7.94,"['C035', 'C032', 'C016', 'C031', 'C003']"
S782,Student 782,ECE,6.73,"['C023', 'C008']"
S783,Student 783,CIVIL,8.1,['C031']
S784,Student 784,ISE,8.29,"['C009', 'C031', 'C023', 'C025']"
S785,Student 785,ECE,8.25,"['C013', 'C015', 'C001']"
S786,Student 786,ME,8.66,"['C004', 'C002', 'C001']"
S787,Student 787,ME,8.47,"['C035', 'C003', 'C020', 'C004', 'C024', 'C027', 'C025']"
S788,Student 788,ECE,8.17,"['C016', 'C025', 'C008', 'C003']"
S789,Student 789,ISE,7.74,"['C033', 'C023', 'C013', 'C003']"
S790,Student 790,ISE,6.47,[]
S791,Student 791,CIVIL,8.14,['C033']
S792,Student 792,EEE,7.97,"['C018', 'C030']"
S793,Student 793,CSE,8.02,"['C003', 'C012', 'C031', 'C027', 'C024']"
S794,Student 794,ECE,6.78,['C023']
S795,Student 795,CIVIL,6.94,"['C006', 'C008']"
S796,Student 796,ME,8.64,"['C015', 'C023']"
S797,Student 797,EEE,7.77,"['C018', 'C034', 'C035', 'C030']"
S798,Student 798,ME,8.35,"['C024', 'C023', 'C027']"
S799,Student 799,ISE,7.82,['C023']
S800,Student 800,ISE,7.82,"['C034', 'C033', 'C024', 'C016']"
